Q,0.0,0.5,1.0
5,18.0,16.0,14.0
6,15.0,13.0,12.0
7,12.0,12.0,11.0
8,11.0,10.0,10.0
9,10.0,9.0,9.0
10,9.0,9.0,8.0
11,8.0,8.0,8.0
12,8.0,7.0,7.0
13,7.0,7.0,7.0
14,7.0,6.0,6.0
15,6.0,6.0,6.0
16,6.0,6.0,6.0
17,6.0,5.0,5.0
18,5.0,5.0,5.0
19,5.0,5.0,5.0
20,5.0,5.0,5.0
